author,title,description,content,date
Ainsley Smith,Cineplex is hosting a FREE holiday movie day across Canada next month Listed Daily Hive,Cineplex is hosting a FREE holiday movie day across Canada next month Listed Daily Hive View full coverage on Google News,"Cineplex wants you to treat yourself to a free movie day next month. For the ninth consecutive year,Cineplex Community Daywill treat guests to a selection of popular movies. All proceeds from donations and select concession sales will go toward supporting 1487 chars ",2019-11-12T16:04:00Z
Leo Lei,The Minimalist Knowlton Residence in Quebec by TBA,"Knowlton Residence is a minimalist house in Quebec, Canada, by TBA designed as a renovation and extension of an aging country farmhouse.","Knowlton Residence is a minimalist house located in Quebec, Canada, designed by TBA as a renovation and extension of an aging country farmhouse. The new, two story extension was built on top of the original single story foundation. Expanding vertically allow 573 chars ",2019-11-14T14:00:21Z
Babu Mohan,OnePlus Care app will soon be available in the U.S. and Canada,It remains to be seen if the OnePlus Care program will also be made available in the U.S. and Canada. What you need to know OnePlus has confirmed that its OnePlus Care app will be coming to North America at the end of November. The OnePlus Care app makes it e,"OnePlus smartphone owners in the U.S. and Canada will soon be able to easily submit service requests and track the status of repairs from the OnePlus Care app. In a post on the official OnePlus Community forums via 9to5Google , Tom Bruno, Service Strategy an 974 chars ",2019-11-13T16:36:51Z
Joe Maring,Huawei will move its research center from the U.S. to Canada,"It also hopes to build a factory in Europe for its 5G equipment. What you need to know Huawei founder Ren Zhengfei announced that the company is moving its research center. It's being relocated from the United States to Canada. This past Friday, it was report",To say that Huawei has had a rocky relationship with the United States over the last year would be quite an understatement. The U.S. has been on a mission to cut ties with Huawei in every way imaginable on the idea that it represents a national security threa 222 chars ,2019-12-03T20:52:17Z
Joe Rossignol,Apple News Offering Three Month Free Trial in U.S. and Canada This Weekend Only,"Apple today started offering an extended three month free trial period for Apple News to first time subscribers in the United States and Canada, up from a one month trial previously. According to the App Store, this is a temporary promotion available for the","Apple today started offering an extended three month free trial period for Apple News to first time subscribers in the United States and Canada, up from a one month trial previously. According to the App Store, this is a temporary promotion available for the 744 chars ",2019-11-29T19:56:49Z
CNET News staff,"Cortana app for iOS, Android going silent in UK, Canada, Australia, Microsoft says CNET",No word yet on the US.,"Cortana's role is shifting. Nate Ralph CNET Microsoft is discontinuing its Cortana mobile app for Android and iOS in the UK, Canada and Australia, the company said this week. As of Jan. 31, Microsoft will no longer support the virtual assistant app in those 1073 chars ",2019-11-16T20:05:00Z
Khari Johnson,Canada is denying travel visas to AI researchers headed to NeurIPS again,"Researchers are again being denied entry to Canada to participate in the Black in AI workshop at NeurIPS, the largest international AI research conference.","Canadian immigration officials are denying travel visas to a large number of AI researchers and research students scheduled to attend NeurIPS and the Black in AI workshop, event organizers said. Those denied entry include Tjmd fnj, co organizer of the Ne 4735 chars ",2019-11-09T14:16:08Z
Sam Haysom,These wildlife photography award finalists are breathtaking to behold,"The winners of this year's Wildlife Photography Awards have already been decided, but now it's time for the public to make their choice. On Wednesday, the 25 image strong shortlist for the Wildlife Photographer of the Year LUMIX People's Choice Awards was rel","The winners of this year's Wildlife Photography Awards have already been decided, but now it's time for the public to make their choice. On Wednesday, the 25 image strong shortlist for the Wildlife Photographer of the Year LUMIX People's Choice Awards was re 2756 chars ",2019-12-04T15:13:35Z
Manish Singh,"Disney to launch in India, Southeast Asian markets next year","Disney plans to bring its on demand video streaming service to India and some Southeast Asian markets as soon as the second half of next year, two sources familiar with the companys plans told TechCrunch. In India, the company plans to bring Disney s catalo","Disney plans to bring its on demand video streaming service to India and some Southeast Asian markets as soon as the second half of next year, two sources familiar with the companys plans told TechCrunch. In India, the company plans to bring Disney s catalog 3524 chars ",2019-11-14T06:25:41Z
Giuseppe Valiante,Quebec forces drivers to have winter tires. But does that make roads safer CTV News,"While the majority of Canadian drivers install winter tires for the cold season, according to the Tire and Rubber Association of Canada, Quebec is the only province to force motorists to do so.","MONTREAL For the past several weeks Quebec drivers have been in a race against time to equip their cars for winter or face steep fines. While the majority of Canadian drivers install winter tires for the cold season, according to the Tire and Rubber Ass 2040 chars ",2019-11-30T21:44:00Z
Bob Weber,Extraordinarily warm fall a big problem in Canadian Arctic CTV News,Extraordinarily warm fall a big problem in Canadian Arctic CTV News Warm Arctic autumn creates ice hazards for Inuit Canada News Castanet.net A close call brings climate emergency home National Observer View full coverage on Google News,"For Keith Morrison, the consequences of this fall's extraordinarily warm weather across the North all came down to an urgent call for help. The fire chief for the Arctic community of Cambridge Bay in Nunavut was at home the evening of Oct. 6 when he got word 3131 chars ",2019-11-24T15:17:00Z
By Richard Cowan,"U.S. House Speaker seeks to pass Mexico, Canada trade pact this year",U.S. House Speaker Nancy Pelosi on Thursday said a breakthrough in talks with the Trump administration on the trade pact with Mexico and Canada could be imminent and that she wanted to pass the deal by the end of the year. The United States Mexico Canada Agre,By Richard Cowan WASHINGTON Reuters U.S. House Speaker Nancy Pelosi on Thursday said a breakthrough in talks with the Trump administration on the trade pact with Mexico and Canada could be imminent and that she wanted to pass the deal by the end of the y 1891 chars ,2019-11-14T16:24:21Z
BeauHD,Transport Canada Official Says 737 MAX MCAS System 'Has To Go',"Freshly Exhumed shares a report from AeroTime In a growing line of whistleblowers and skeptics voicing their concerns before the expected re certification of the Boeing 737 MAX, another rogue agent has emerged. In an email sent to regulators in the U.S., Eur","In a growing line of whistleblowers and skeptics voicing their concerns before the expected re certification of the Boeing 737 MAX, another rogue agent has emerged. In an email sent to regulators in the U.S., Europe and Brazil, a Transport Canada safety offic 1366 chars ",2019-11-27T01:30:00Z
Andrew Weichel,'Your warmth is a beacon' Huawei releases Meng Wanzhou letter on arrest anniversary CTV News,'Your warmth is a beacon' Huawei releases Meng Wanzhou letter on arrest anniversary CTV News John Manley urges prisoner exchange to swap Huawei executive Meng Wanzhou for two Canadians held in China The Globe and Mail Huawei's Meng 'no longer fears unknown,"VANCOUVER On the first anniversary of Meng Wanzhou's arrest at the Vancouver airport, the Huawei executive has released an open letter thanking supporters for standing behind her. The letter, which was published on the Huawei website Sunday, describes t 1942 chars ",2019-12-02T04:26:00Z
David Molko,Meng Wanzhou's open letter careful PR move but risks seeming tone deaf experts CTV News,"Meng Wanzhou's open letter careful PR move but risks seeming tone deaf experts CTV News Huawei's Meng Wanzhou 'No Longer Fears Unknown' After 'Torment, Struggle' In Detention HuffPost Canada Time to read and paint Detained Huawei executive pens poetic lette",VANCOUVER An open letter written by detained Huawei executive Meng Wanzhou is the latest apparent move in a carefully cultivated image strategy that seeks to win over Canadian public opinion. The letter was published on the Huawei website on the one yea 3017 chars ,2019-12-03T03:20:00Z
