Tweet,message,match,polarity
284,til rbc mobile banking passwords are not case sensitive wtf toronto banking canada security softwaregore ,sensitive,positive
285,rt kkeneally well done to the aussie ex pats in canada sponsoring refugees from manus amp nauru. well done theprojecttv if peterdutton,well,positive
286,"rt lamphieryeg china expected to be the main engine of global growth over the next 5 years, with india 2. good thing canada is exporting",good,positive
287,rt romalwebb blessed to receive an offer from eastern illinois university eiu gopanthers i would like thank coachcushing and coachbig,thank,positive
288, tholzerman who could have guessed that a rich white dude from western canada would be a conservative ,None,neutral
289,"rt governormasari what a feat achieved by another indigene of katsina state, dr rukaiya galadima miss alfarouk. she was the best in med",best,positive
290,rt dystopia992 brain stem death the university student who fell from height confirms brain stem death just now. he was trying to run a,fell,negative
291,"rt monaheart1229 well, whaddya know ohio lawmaker is seeking to compel gop rep. jim jordan to testify under oath about whether he was aw",None,neutral
292,helsinki university main library ,None,neutral
293, theunfocused not yet. not until i have an absolute guarantee from the university that i can graduate. i got caught ,guarantee,positive
294,rt nekobeep students in university ,None,neutral
295,rt ani5 a university really fucks with your mental health. check on your friends. some are really going through it and have no one to tal,None,neutral
296,rt saddickadams we invest in politicians ,None,neutral
297,rt abc police are asking for help locating a 21 year old clark atlanta university student who vanished last week. ,None,neutral
298,rt ikoncanada still two more days remaining to this season's greetings order for our own ju ne get your order in before it closes http,None,neutral
299, owhbigred to all reporters and fans of neb.. there are more universitys than just neb lsu is a good fit for him ,good,positive
300,"flyers saying ""it's okay to be white"" prompt investigation at tennessee university ",prompt,positive
301,the universe is unfortunately very validating. remember that time i shared this poll well heres a systemic ex of ,None,neutral
302,stressed spelled backwards is desserts come out monday for a swipe event dessert bar with a lot of different ,swipe,negative
303,with the world's longest coastline canada should lead the world in offshore windpower offshore wind is now cheape ,lead,positive
304," 1310news the surgery can cost up to 100,000 and isn't covered by health care or insurance. it is also performed i ",None,neutral
305,"and if you thought i wasnt about to preorder it, you thought completely wrong",wrong,negative
306,"rt tzeporah 1 million marched across canada calling for action on climate change and the media coverage barely lasted a day. 10,000 march",None,neutral
307,rt carmindabrendel the 2 who had witnessed the 10 children leave with queen elizabeth and prince philip are said to have died mysteriousl,died,negative
308,rt scottsantens the bbc definitely deserves some yangmediashoutout love for this one. yanggang ,love,positive
309," maxfawcett brownhall4 lol. canada should be producing 5.5mm bbl d oil, have lines to each coast for export whil ",None,neutral
310,"rt bbcscotlandnews ""a referendum is not a crime."" a new european arrest warrant has been issued for clara ponsati, the catalonian politic",None,neutral
311,rt adrienne pan what have your experiences with airbnb and vrbo been like great or terrible being either a guest or a host let us know,None,neutral
312,"rt geraldggallant bird5ca they keep those shooting going, there wont be any liberals left in. canada.",None,neutral
313,"rt veteranseng ca on november 11, i remember canadas veterans by canadaremembers",None,neutral
314,"rt repdonbacon uscma supports american workers and farmers, expands access to international markets, and strengthens our partnership wit",supports,positive
315,rt tyishawsb a clark atlanta university student vanished on wednesday from her near campus apartment amp now her family amp police are search,None,neutral
316,"rt crockpics happy 60th birthday to bryan adams born this day in kingston, canada. ",happy,positive
317,rt secpompeo in august realdonaldtrump signed an executive order blocking property amp interests in property of the illegitimate maduro re,None,neutral
318,rt jamesmelville scientists at manchester university have invented a graphene sieve that turns salt water into drinking water. this cou,None,neutral
319," devincow brob0444 i stand strong with the cow. if need be, we can smuggle the cow to canada. i will take care of ",strong,positive
320,rt gearsviking looking forward to eating a lot of poutine and delivering the keynote at migs19 in montreal. xgs is hiring so i hope i,None,neutral
321,rt justice 4canada update trudeau crown stayed the charges before i could enter any evidence which they are allowed to do. i can appea,None,neutral
322,"rt hwarlow with a distinctly autumn feel,about it, this is by yulia muravyeva. she was born in russia and now lives in amsterdam. she sta",None,neutral
323,rt hrw 23 countries blast china at un over xinjiang abuses albania australia austria belgium canada denmark estonia finland france germ,abuses,negative
324,omg wow race equity gary younge to join manchester university as sociology professor ,wow,positive
325," ubc both associate dean and chair are fine individuals, very committed to ubc, but the precedents that these slopp ",fine,positive
326,just nod and smile yall,smile,positive
327," jeremycorbyn you live in cloud cuckoo land. in the usa sending a teenager to university, including accommodation ",cloud,negative
328," luismen1991 berniesanders ninaturner rashidatlaib aoc gop wasnt meant as an insult brother, if i intended to ",insult,negative
329,rt wyo football university of wyoming defensive end josiah hall one of 2019 burlsworthtrust nominees onew,defensive,negative
